Crop Type,Water Availability,Rainfall (mm),Soil Type,Soil Moisture (%),Temperature ,Evaporation Rate (mm/day),Irrigation Type
Pulses,Low,53.35065661,Loamy,36.97598607,17.20380395,4.270383544,Subsurface Irrigation
Pulses,High,120.6864224,Black,40.51573342,19.86337583,7.550905295,Drip Irrigation
Cotton,Low,61.14872709,Loamy,11.81810002,35.51380348,4.44650809,Basin Irrigation
Wheat,Low,59.07190565,Sandy,35.86401776,31.91611587,8.073911837,Sprinkler Irrigation
Cotton,High,118.9299633,Saline,19.06964738,30.90118356,6.957982836,Subsurface Irrigation
Sugarcane,High,118.9030847,Clay,36.80130151,25.04482838,2.619292416,Drip Irrigation
Pulses,Medium,246.7816507,Black,28.73320744,29.44569929,6.102682899,Basin Irrigation
Tobacco,High,293.7086632,Loamy,40.94210967,22.69685313,4.746407754,Drip Irrigation
Millets,Medium,142.8017735,Red,14.93603261,26.93000199,4.628565062,Drip Irrigation
Oil Seeds,High,157.2217197,Clay,35.05289407,34.82657571,6.818050419,Drip Irrigation
Wheat,Low,261.1973591,Sandy,21.13882916,39.53103994,4.578598596,Surface Irrigation
Maize,Medium,117.034755,Loamy,44.11927981,38.31222309,8.215149986,Manual Irrigation
Cotton,Medium,89.0954511,Saline,47.13534023,38.34664857,2.566331488,Basin Irrigation
Oil Seeds,Medium,263.2724059,Saline,49.85593175,25.05559337,7.283106019,Surface Irrigation
Maize,Low,61.62514661,Sandy,41.8402961,26.71974701,8.473558429,Sprinkler Irrigation
Oil Seeds,Low,204.92486,Sandy,40.14936282,32.64088491,7.382653519,Sprinkler Irrigation
Millets,Low,190.4982119,Saline,18.62003035,38.0547982,5.97783356,Basin Irrigation
Maize,Low,136.4801119,Black,23.44028236,18.54985648,9.60245611,Sprinkler Irrigation
Barley,Low,128.7973803,Black,28.62730167,22.6060466,4.399507918,Surface Irrigation
Paddy,Medium,242.9644315,Loamy,40.93524191,18.48117111,2.1533431,Basin Irrigation
Barley,Low,71.60615269,Red,46.5986346,30.30021325,5.455914972,Manual Irrigation
Pulses,Medium,109.1960773,Loamy,17.565564,22.65752492,2.264095487,Basin Irrigation
Paddy,Low,233.112183,Red,46.89469939,23.15269631,9.63149402,Sprinkler Irrigation
Barley,High,187.0801459,Sandy,37.82498609,16.77289899,3.679344366,Drip Irrigation
Paddy,Medium,81.99705213,Clay,34.43082923,23.74490155,8.311416192,Basin Irrigation
Ground Nuts,High,270.5339036,Loamy,17.99365085,36.56241269,8.196576665,Surface Irrigation
Paddy,Medium,148.3619616,Loamy,12.22100131,20.8268203,3.741831197,Basin Irrigation
Tobacco,High,256.9670938,Red,32.73859594,32.37968666,6.969812244,Surface Irrigation
Cotton,Low,246.9282539,Sandy,36.06062733,30.74070862,2.384631748,Surface Irrigation
Cotton,Low,206.1063616,Sandy,18.43125797,36.58711521,5.868596686,Sprinkler Irrigation
Tobacco,Low,173.6202828,Red,32.25824823,18.30719869,2.117177018,Manual Irrigation
Oil Seeds,Medium,294.8877101,Sandy,44.25973611,39.43974901,9.369151041,Surface Irrigation
Sugarcane,High,86.24126809,Saline,43.40263782,29.56571615,9.808688194,Drip Irrigation
Oil Seeds,Low,231.2889319,Black,47.09420722,39.88685381,3.778262133,Furrow Irrigation
Maize,High,97.79767537,Saline,24.63543238,37.78786815,3.664848277,Manual Irrigation
Maize,High,134.5657763,Clay,22.7219829,20.5379318,8.029761412,Manual Irrigation
Paddy,Low,127.1746858,Loamy,39.97704024,16.40405025,4.027035191,Basin Irrigation
Barley,Low,286.7589969,Clay,27.2444962,21.39097734,9.160612473,Surface Irrigation
Barley,High,291.8390444,Loamy,13.50194656,28.18909122,6.591433089,Surface Irrigation
Cotton,Low,95.75386106,Black,21.31204523,19.28990918,4.806220984,Basin Irrigation
Wheat,Low,55.50879007,Sandy,26.74329142,19.18649361,8.661549971,Sprinkler Irrigation
Oil Seeds,Low,230.0020099,Saline,21.70065702,26.56483868,5.947253603,Sprinkler Irrigation
Ground Nuts,Medium,154.4974835,Red,23.28822284,15.83169928,9.29306331,Manual Irrigation
Pulses,High,72.21006127,Saline,21.75103625,18.04720206,9.424113894,Border Irrigation
Millets,High,220.9385264,Black,11.65996669,25.39653349,3.323361217,Furrow Irrigation
Barley,Medium,186.2763821,Clay,35.48378803,16.57824773,2.018587249,Border Irrigation
Millets,High,295.1292055,Red,33.89169681,24.91887641,9.871447521,Surface Irrigation
Paddy,Low,106.852374,Sandy,36.13533994,26.85015665,9.249100289,Sprinkler Irrigation
Millets,High,150.9944691,Black,17.69239584,26.28166535,2.443561886,Furrow Irrigation
Pulses,Low,185.6364508,Red,21.82618166,36.72937144,8.664274112,Sprinkler Irrigation
Tobacco,Medium,247.9249971,Black,34.78463708,28.25156138,5.66243946,Surface Irrigation
Pulses,Low,187.2096642,Black,33.98510274,26.69951156,4.07169284,Basin Irrigation
Millets,High,203.2250402,Sandy,30.25321237,25.26773113,9.029972189,Basin Irrigation
Pulses,High,106.5367629,Loamy,24.01653,35.44058446,3.573337859,Manual Irrigation
Sugarcane,High,261.729682,Red,46.51724019,37.3764151,9.578399995,Drip Irrigation
Paddy,Medium,157.1576367,Sandy,23.59080969,36.33106173,3.644971902,Basin Irrigation
Oil Seeds,Medium,85.23990688,Black,28.22476626,31.83866445,6.909465502,Drip Irrigation
Tobacco,High,216.0469786,Sandy,37.12455324,18.43404365,3.784690676,Drip Irrigation
Ground Nuts,Low,104.0226133,Loamy,31.72085723,21.92174924,6.36534932,Sprinkler Irrigation
Barley,Medium,74.39062756,Saline,23.87543905,16.15157659,7.471801039,Subsurface Irrigation
Maize,High,265.4967271,Red,27.42579162,38.27060187,3.521823447,Surface Irrigation
Oil Seeds,High,165.0405661,Loamy,41.77923271,31.51996324,6.167086262,Drip Irrigation
Maize,Medium,237.3209282,Clay,21.12516622,33.65907211,5.752477955,Subsurface Irrigation
Paddy,Medium,122.64689,Red,15.69020959,22.78929349,2.568299371,Basin Irrigation
Tobacco,Medium,246.7425337,Loamy,22.52652807,36.14133806,8.546462541,Drip Irrigation
Cotton,Low,77.98398176,Black,43.98136862,21.49008209,4.685459205,Surface Irrigation
Barley,Low,138.9933434,Red,13.55958859,15.04109393,6.59665758,Subsurface Irrigation
Sugarcane,High,294.5154545,Red,49.66784293,24.41037406,6.118273879,Drip Irrigation
Cotton,Medium,248.4974291,Sandy,31.64011596,29.26903702,6.106084037,Manual Irrigation
Paddy,Low,174.3139826,Black,49.39382976,26.96762145,2.857779154,Basin Irrigation
Oil Seeds,Medium,134.9443679,Clay,47.55985688,36.55190356,5.387856074,Subsurface Irrigation
Sugarcane,High,268.033925,Saline,28.11254857,17.63513215,5.618934074,Surface Irrigation
Pulses,Low,186.2119398,Loamy,17.93964298,28.84558602,7.869142723,Sprinkler Irrigation
Millets,Low,239.6062545,Sandy,16.59539106,27.82448375,8.720150655,Sprinkler Irrigation
Sugarcane,Low,238.5269201,Loamy,19.59957455,22.03482455,6.359858225,Basin Irrigation
Ground Nuts,High,54.48641964,Clay,38.40530562,35.55570281,2.694263633,Drip Irrigation
Paddy,Medium,81.5634457,Clay,20.91799979,33.8212164,3.894795765,Basin Irrigation
Wheat,Low,214.9073416,Red,23.65701078,33.32147968,3.319472215,Border Irrigation
Millets,High,90.40495282,Clay,27.95115216,36.90481196,2.996920506,Border Irrigation
Maize,Medium,113.8733362,Loamy,46.52930722,33.06961502,4.927194389,Furrow Irrigation
Barley,High,286.6594885,Black,17.57573672,20.79603229,3.835148017,Surface Irrigation
Maize,Medium,190.0455646,Black,10.2010621,32.63906779,3.746424894,Furrow Irrigation
Sugarcane,High,237.6823767,Red,12.40385642,22.69257033,2.437545397,Basin Irrigation
Maize,Medium,189.4951847,Saline,46.19065367,21.05436626,2.141360358,Sprinkler Irrigation
Ground Nuts,Low,188.1284037,Loamy,35.90065859,16.82508982,2.822145941,Surface Irrigation
Paddy,Medium,73.53797753,Loamy,20.92162477,33.60071451,3.377579835,Basin Irrigation
Pulses,High,135.9157982,Clay,17.08770004,32.77502405,5.447869831,Furrow Irrigation
Oil Seeds,High,120.6077247,Loamy,21.77066947,20.86248694,6.08416209,Basin Irrigation
Barley,Medium,147.6820914,Sandy,14.59187709,33.73447542,3.124735345,Sprinkler Irrigation
Ground Nuts,Low,249.5860471,Saline,47.66131641,37.94602208,5.398266732,Surface Irrigation
Ground Nuts,Low,142.983167,Clay,41.36824697,17.70072394,4.733990739,Subsurface Irrigation
Maize,Medium,162.9242048,Sandy,28.49564708,20.81591596,3.467389148,Furrow Irrigation
Maize,Medium,149.3453476,Red,44.5985042,33.75651985,2.054725985,Sprinkler Irrigation
Sugarcane,High,73.35199299,Black,19.97832817,21.86266684,5.736142932,Furrow Irrigation
Oil Seeds,Low,160.2680396,Red,38.68482274,30.61659936,7.485213994,Sprinkler Irrigation
Cotton,Medium,98.90231826,Black,44.24529996,17.02910561,3.810218673,Subsurface Irrigation
Maize,Low,96.68082394,Red,24.27074846,26.30506198,3.054454639,Surface Irrigation
Paddy,Medium,73.50902611,Loamy,40.29857782,33.47728555,9.096341956,Basin Irrigation
Wheat,Medium,139.1677435,Sandy,21.80289397,32.16284858,4.20019818,Sprinkler Irrigation
Barley,Low,239.3704712,Black,21.95428541,35.37680252,3.788900958,Basin Irrigation
Maize,Medium,119.1104226,Clay,14.28228714,36.93630317,8.856775517,Furrow Irrigation
Paddy,Medium,128.0872755,Sandy,27.60232186,34.32958753,8.536856793,Basin Irrigation
Paddy,High,210.6686644,Clay,39.18847626,31.78969357,5.586771764,Drip Irrigation
Barley,Medium,98.96020315,Sandy,47.60883222,15.7930623,5.913910891,Sprinkler Irrigation
Cotton,Medium,274.2394826,Sandy,34.15187968,28.37416684,3.741989639,Surface Irrigation
Paddy,Medium,180.0476308,Red,44.52542151,15.94244312,2.626413364,Basin Irrigation
Wheat,High,161.9007351,Black,42.89978597,35.20169543,6.587454603,Drip Irrigation
Paddy,Low,189.455048,Black,16.93372212,23.01811311,2.786759373,Furrow Irrigation
Paddy,High,91.50857835,Sandy,29.43269716,29.06073435,5.594196376,Basin Irrigation
Paddy,High,203.3682847,Loamy,14.67694142,21.98613268,9.523977588,Basin Irrigation
Pulses,Low,140.7751842,Loamy,37.28612646,34.56250361,9.622675113,Sprinkler Irrigation
Pulses,High,274.2965852,Clay,47.99598673,37.16256317,3.914658292,Drip Irrigation
Cotton,Low,92.21355167,Clay,15.48357832,24.96606236,6.99290736,Furrow Irrigation
Maize,High,176.762776,Red,39.35532523,36.57305984,5.792610113,Drip Irrigation
Paddy,Low,199.5281573,Sandy,35.28952603,21.67687519,9.005481021,Sprinkler Irrigation
Oil Seeds,Medium,58.34590045,Clay,33.34420148,28.36652308,4.171446914,Subsurface Irrigation
Maize,High,140.9232812,Clay,25.60480939,36.46903575,2.029619255,Manual Irrigation
Cotton,High,233.1588087,Saline,24.20526591,23.14703357,3.300489647,Manual Irrigation
Tobacco,High,255.0943769,Sandy,11.80996756,38.85105663,4.796182409,Surface Irrigation
Maize,High,128.2904987,Red,18.71634833,18.04698754,4.525769038,Sprinkler Irrigation
Maize,Medium,249.6483181,Clay,10.60707529,15.45687674,8.330903353,Furrow Irrigation
Millets,High,291.9389693,Red,33.25668422,37.60338381,7.444485329,Surface Irrigation
Sugarcane,Medium,264.218484,Black,14.23412944,16.71621665,4.396450557,Surface Irrigation
Millets,Medium,79.41099704,Red,44.92077576,39.7972299,5.661950537,Basin Irrigation
Wheat,Medium,234.932583,Loamy,30.92572083,38.78492155,2.764472832,Furrow Irrigation
Pulses,Medium,129.9167081,Loamy,37.98759636,18.42552275,9.185171559,Furrow Irrigation
Pulses,Low,297.1039974,Red,26.43428367,28.43961564,9.483398596,Surface Irrigation
Sugarcane,Low,171.3397458,Loamy,32.42319236,19.62300744,9.838428283,Sprinkler Irrigation
Barley,High,80.60847459,Black,47.70636708,25.70387933,8.948422646,Drip Irrigation
Barley,Low,231.296387,Sandy,13.30936158,16.53562823,3.391687102,Manual Irrigation
Cotton,Low,130.7527996,Loamy,20.15751088,20.59811469,2.369571866,Subsurface Irrigation
Ground Nuts,High,299.2695393,Loamy,41.19953308,24.08181991,6.636773819,Drip Irrigation
Sugarcane,High,294.9456145,Red,13.94948828,25.96618751,9.300840215,Surface Irrigation
Maize,High,214.0335045,Black,13.02644416,39.43740646,3.418810893,Furrow Irrigation
Barley,Low,82.45661224,Sandy,24.46165595,35.19664114,2.056343317,Surface Irrigation
Paddy,Low,221.7152494,Red,13.68671834,33.43524861,8.443968368,Sprinkler Irrigation
Ground Nuts,High,73.25762162,Red,33.40313769,28.42603287,2.614365474,Subsurface Irrigation
Oil Seeds,Medium,57.34103978,Saline,19.05101003,35.99994402,5.309648255,Furrow Irrigation
Maize,High,255.7396116,Black,45.82791853,23.48307089,7.431098698,Drip Irrigation
Wheat,Medium,102.4382369,Sandy,41.34000323,32.72247782,3.894380684,Drip Irrigation
Paddy,Medium,144.7567816,Black,37.98820824,39.84459938,2.671700508,Basin Irrigation
Paddy,High,293.3643475,Sandy,34.6777611,22.86572272,8.160169828,Surface Irrigation
Sugarcane,High,134.2101255,Black,44.53862921,31.85043837,7.041400679,Drip Irrigation
Ground Nuts,High,124.1224453,Red,18.92248246,36.1078716,9.907923876,Drip Irrigation
Cotton,Low,279.5519999,Red,44.92435371,37.89518958,4.754464267,Surface Irrigation
Wheat,Medium,77.68711133,Clay,41.57969194,32.94831727,2.49409909,Sprinkler Irrigation
Barley,Low,239.8956025,Loamy,39.92643306,22.09019809,7.874800283,Sprinkler Irrigation
Sugarcane,Low,297.0163917,Saline,32.45022712,23.15705379,6.173867351,Surface Irrigation
Barley,High,275.3240027,Black,19.84976644,15.5189508,3.705631451,Surface Irrigation
Sugarcane,Low,212.9169797,Saline,26.94191664,34.02214944,8.253831912,Sprinkler Irrigation
Sugarcane,High,128.5151987,Clay,41.74282618,16.06849015,3.630043887,Drip Irrigation
Sugarcane,Medium,113.5804953,Loamy,11.27113937,36.61630887,4.085293239,Basin Irrigation
Ground Nuts,High,254.8137762,Black,41.28203077,17.96651536,2.740228435,Drip Irrigation
Cotton,Low,269.9554785,Sandy,19.60282962,19.2969128,5.195458232,Surface Irrigation
Sugarcane,Low,181.3587281,Loamy,15.77236803,26.91316177,5.351433791,Basin Irrigation
Tobacco,High,111.0849852,Red,14.62805273,33.44701038,6.116494323,Basin Irrigation
Oil Seeds,High,78.2358021,Clay,11.09000048,18.47505513,7.671714137,Furrow Irrigation
Barley,Low,71.79486696,Loamy,30.94345941,26.00177688,9.248807429,Sprinkler Irrigation
Maize,Medium,229.7693618,Loamy,18.73039491,27.07128186,3.101872791,Manual Irrigation
Millets,Medium,155.029682,Red,49.57727063,20.30714104,2.434784787,Border Irrigation
Wheat,High,276.3399686,Black,32.97747023,17.88895942,2.148249869,Surface Irrigation
Pulses,Medium,234.9178252,Sandy,15.51541077,35.91052307,3.148971025,Border Irrigation
Cotton,Low,97.81510448,Red,37.55050163,27.56164124,7.263595886,Sprinkler Irrigation
Maize,High,203.4443547,Sandy,45.90974266,15.3595309,7.819816624,Drip Irrigation
Paddy,Low,158.8763636,Black,39.80717981,35.07453253,8.292045708,Sprinkler Irrigation
Tobacco,Low,194.3124327,Loamy,13.05759444,39.51984514,3.949665695,Border Irrigation
Pulses,Medium,234.5172808,Sandy,45.83536725,30.14815489,4.447158506,Sprinkler Irrigation
Millets,High,251.5489703,Clay,41.75717543,27.59270968,5.865077165,Drip Irrigation
Maize,High,260.9343316,Clay,16.332156,36.96039658,2.505464775,Surface Irrigation
Pulses,Medium,113.4937186,Red,12.07143555,38.81291974,6.889132186,Drip Irrigation
Maize,Low,57.77889998,Black,32.29242301,33.8634229,9.869880269,Sprinkler Irrigation
Tobacco,Low,234.8236838,Red,16.24143245,26.13632324,4.886450491,Furrow Irrigation
Millets,Low,76.58593156,Red,43.3836381,29.80553498,8.022779801,Sprinkler Irrigation
Paddy,Low,128.7298972,Saline,24.33338627,32.52338413,6.000271325,Basin Irrigation
Sugarcane,High,50.95428353,Red,46.51569779,19.85683928,3.022494755,Drip Irrigation
Barley,High,220.4173706,Saline,32.62752689,26.18002581,6.65789959,Sprinkler Irrigation
Paddy,Medium,91.78300287,Clay,17.30689537,35.74553162,4.398994148,Furrow Irrigation
Sugarcane,Medium,213.8206024,Clay,15.58395469,31.36813371,2.275225668,Furrow Irrigation
Ground Nuts,High,297.9356543,Red,33.0588975,25.28010168,7.079437841,Surface Irrigation
Ground Nuts,High,68.1677179,Clay,40.47534447,31.58406335,8.871458795,Drip Irrigation
Ground Nuts,Low,69.26950299,Black,41.26022591,17.9555603,4.758158135,Border Irrigation
Cotton,Low,135.0950232,Saline,21.03029618,25.03744026,5.122364378,Border Irrigation
Oil Seeds,Medium,266.5966286,Saline,18.16987036,34.82821345,9.128173464,Surface Irrigation
Wheat,High,103.8824672,Red,10.67025218,20.51271968,8.508870507,Manual Irrigation
Wheat,Medium,140.094455,Clay,37.16796605,19.64903769,7.719622588,Subsurface Irrigation
Ground Nuts,High,67.12635166,Sandy,13.06273034,38.7704665,3.99037651,Border Irrigation
Barley,Low,240.7888228,Saline,26.83044807,20.24744074,9.28173324,Sprinkler Irrigation
Millets,Medium,152.0765857,Red,34.06728656,21.52296449,3.23532606,Basin Irrigation
Tobacco,Medium,239.8121833,Red,47.4843578,39.24039847,7.014164155,Border Irrigation
Millets,High,275.9019611,Black,22.47208548,33.36771426,2.230409444,Surface Irrigation
Tobacco,Low,108.1907868,Loamy,19.9908865,32.48991333,7.149758451,Sprinkler Irrigation
Millets,Medium,251.8490076,Loamy,36.16640617,36.3231596,4.217154815,Surface Irrigation
Oil Seeds,Low,64.77347252,Saline,34.76956128,17.89557706,5.597415817,Subsurface Irrigation
Cotton,Medium,274.711847,Black,23.28439133,32.64890591,4.762116416,Surface Irrigation
Cotton,Low,212.6921369,Black,47.12407342,27.59221523,3.38205405,Border Irrigation
Ground Nuts,High,268.556681,Black,43.7944931,35.72876601,6.975846321,Drip Irrigation
Sugarcane,Medium,50.04709989,Saline,18.95930183,27.70354297,9.055804441,Basin Irrigation
Pulses,Medium,92.27026759,Loamy,19.56570182,30.50603386,9.672673938,Basin Irrigation
Cotton,Low,147.4398469,Black,30.49201388,26.94355316,3.538770905,Furrow Irrigation
Cotton,Low,144.8757258,Clay,40.94288407,26.95397309,7.738982193,Sprinkler Irrigation
Paddy,Medium,106.6825957,Red,11.76161518,34.19924945,7.314714933,Basin Irrigation
Paddy,High,145.402985,Red,37.73340615,30.71416002,4.747022317,Drip Irrigation
Sugarcane,Low,82.212178,Sandy,35.9294359,30.83158004,2.152793595,Basin Irrigation
Pulses,Low,153.1902823,Sandy,19.25920384,26.2570621,7.518329979,Sprinkler Irrigation
Barley,Low,250.5885823,Saline,37.25412053,28.27773741,9.563958884,Surface Irrigation
Paddy,Medium,169.7675158,Saline,47.60732765,33.64294166,7.056960975,Basin Irrigation
Barley,Medium,54.50002224,Red,11.8714338,35.64852298,5.482341794,Sprinkler Irrigation
Maize,Medium,155.3610104,Clay,22.78608221,32.41403505,6.201231153,Basin Irrigation
Paddy,Medium,56.79375402,Loamy,27.52706867,38.10182472,3.597030461,Basin Irrigation
Oil Seeds,High,291.5608527,Loamy,45.97041436,35.5081022,8.00435331,Drip Irrigation
Pulses,High,81.86348986,Saline,48.49045786,29.04659475,7.97135864,Drip Irrigation
Sugarcane,Medium,226.9220816,Clay,27.76460986,31.78515182,3.164138403,Basin Irrigation
Maize,High,293.1940807,Saline,40.00113649,38.15770692,9.02382706,Drip Irrigation
Pulses,Low,256.5097629,Loamy,31.26644095,30.47920111,4.153517916,Surface Irrigation
Ground Nuts,Low,224.8288438,Saline,31.51131739,35.6201737,9.858048487,Sprinkler Irrigation
Oil Seeds,Low,259.8652274,Black,21.1239806,32.22026259,5.063224112,Surface Irrigation
Pulses,Medium,295.4496733,Saline,18.67824983,28.79840903,3.42307247,Surface Irrigation
Oil Seeds,Low,205.3361243,Red,21.52021384,21.04595489,4.813760891,Subsurface Irrigation
Oil Seeds,High,189.7962017,Saline,32.25312029,25.64993799,5.52144263,Sprinkler Irrigation
Barley,Medium,207.0595276,Red,11.16620744,39.19357062,2.554462184,Sprinkler Irrigation
Millets,High,183.1689717,Clay,46.28995777,31.44413458,6.62574705,Drip Irrigation
Ground Nuts,Low,208.7722765,Loamy,16.25134838,29.10988451,6.781059519,Subsurface Irrigation
Maize,Low,162.460552,Sandy,18.80354707,38.32391564,7.911443643,Sprinkler Irrigation
Pulses,Low,104.6107957,Sandy,30.73104706,29.66279453,2.233359138,Manual Irrigation
Tobacco,Medium,80.06180663,Loamy,38.40459065,28.15206296,6.329905715,Drip Irrigation
Maize,High,67.08523388,Sandy,13.82916219,33.98277138,2.423259466,Border Irrigation
Millets,Medium,115.8289459,Saline,22.7077879,32.81664047,7.60915376,Basin Irrigation
Maize,Medium,61.53089108,Clay,48.74698422,19.82900021,2.445823886,Subsurface Irrigation
Cotton,Low,191.792695,Clay,20.49371867,26.78270686,9.293822787,Sprinkler Irrigation
Tobacco,Medium,120.9571118,Loamy,22.5220058,26.81288607,7.616660535,Furrow Irrigation
Millets,Medium,256.133702,Sandy,43.45993962,24.45561288,6.059118121,Surface Irrigation
Barley,Low,68.56021825,Saline,12.00857727,27.93233705,5.532031386,Surface Irrigation
Pulses,Medium,106.5878736,Clay,28.58452675,25.32768494,3.045381043,Subsurface Irrigation
Wheat,Low,232.5615368,Clay,25.18467058,19.98363724,4.327995117,Border Irrigation
Millets,Low,199.7020741,Black,22.6634704,25.30916218,8.95167284,Sprinkler Irrigation
Sugarcane,Low,66.12281781,Black,21.42798376,16.80692369,9.235622492,Sprinkler Irrigation
Pulses,Low,269.3098643,Clay,13.65496419,29.39464657,2.005981667,Surface Irrigation
Ground Nuts,Medium,269.3154407,Loamy,22.59303317,36.34136372,6.753091132,Surface Irrigation
Millets,Low,132.602001,Red,11.72209611,33.13217711,7.754404872,Sprinkler Irrigation
Cotton,Low,135.1014608,Red,41.23855455,24.009851,6.94997586,Border Irrigation
Wheat,Medium,297.2570896,Saline,25.92911176,17.17678014,2.653438119,Surface Irrigation
Cotton,Medium,206.5440429,Clay,27.75615329,20.05373498,3.74179919,Sprinkler Irrigation
Wheat,High,182.8291301,Clay,45.74378346,28.63725851,4.002722139,Drip Irrigation
Ground Nuts,Medium,259.5380459,Clay,36.32219935,20.17642708,8.65379705,Surface Irrigation
Sugarcane,Medium,121.3225846,Loamy,10.32236413,28.59932778,5.70559549,Basin Irrigation
Pulses,High,157.2956483,Black,47.72699292,20.78997562,5.894625696,Drip Irrigation
Barley,Medium,116.9441689,Clay,19.48577864,36.22309674,9.479144372,Furrow Irrigation
Cotton,Medium,247.2902116,Clay,14.30456739,24.93178682,7.096687111,Furrow Irrigation
Cotton,Medium,193.3373364,Sandy,40.72512714,21.13876565,9.189341612,Sprinkler Irrigation
Oil Seeds,Medium,214.7062675,Loamy,30.01909263,35.30815451,5.652070843,Subsurface Irrigation
Wheat,High,113.0768125,Saline,27.35082264,23.57097412,3.195490068,Surface Irrigation
Paddy,Medium,105.0563253,Clay,19.98012319,17.7871922,9.439484753,Furrow Irrigation
Pulses,Medium,172.0936572,Sandy,31.89885959,29.26023729,5.669640925,Manual Irrigation
Wheat,High,234.3914373,Red,20.97538421,29.53910511,3.453051375,Subsurface Irrigation
Oil Seeds,Low,181.3099394,Saline,46.06332021,32.86739188,4.419165922,Surface Irrigation
Maize,High,58.16141939,Clay,18.60817919,21.00548583,2.406420718,Furrow Irrigation
Wheat,Low,267.1378766,Clay,45.37420602,26.09428348,5.746404732,Surface Irrigation
Barley,High,66.17172338,Sandy,32.37621703,22.05919798,8.825025375,Manual Irrigation
Pulses,High,288.9561209,Loamy,43.13952536,17.0238434,9.468643648,Drip Irrigation
Oil Seeds,Medium,56.28548957,Clay,38.51383983,36.91534568,9.46081766,Surface Irrigation
Maize,Low,223.612614,Red,37.86780446,33.22174511,3.001840205,Border Irrigation
Tobacco,Medium,70.55176593,Clay,22.97383231,22.53657649,5.05643106,Border Irrigation
Oil Seeds,Low,277.6691449,Red,19.35587726,29.98432482,2.225830077,Surface Irrigation
Tobacco,High,166.1083091,Saline,18.43544911,20.0315947,8.84132276,Border Irrigation
Pulses,High,84.3809437,Saline,44.28766628,37.25591554,4.870046096,Drip Irrigation
Cotton,Low,135.2039249,Black,42.81707281,17.87265858,7.048936223,Sprinkler Irrigation
Oil Seeds,Medium,91.20616884,Black,27.62294112,15.09592864,7.719187505,Furrow Irrigation
Sugarcane,Medium,92.64547789,Red,15.29618454,27.55020494,5.438757358,Basin Irrigation
Tobacco,Medium,287.02708,Loamy,25.29009008,29.57819559,4.451538692,Surface Irrigation
Barley,Medium,161.3115281,Clay,34.77373817,29.47413301,9.697703281,Border Irrigation
Sugarcane,High,247.200566,Clay,28.17612618,16.36279819,9.7159058,Basin Irrigation
Millets,High,209.9013903,Black,41.20757074,22.85109517,4.315490944,Drip Irrigation
Millets,High,219.1065906,Red,49.90491289,27.47997367,5.837000774,Drip Irrigation
Maize,High,82.92335962,Clay,17.64528354,20.41447964,9.782753269,Furrow Irrigation
Cotton,High,108.5461117,Clay,28.38603279,36.81564714,2.038947261,Basin Irrigation
Pulses,Medium,246.6875838,Loamy,27.23935608,17.17773224,5.301425987,Sprinkler Irrigation
Oil Seeds,Medium,292.6915516,Sandy,22.17970131,27.18461104,2.803660397,Surface Irrigation
Paddy,Medium,115.6689106,Black,17.92382067,32.28540144,6.073263725,Furrow Irrigation
Barley,Medium,117.8921912,Black,12.62768466,21.5437775,2.197359636,Furrow Irrigation
Tobacco,High,168.2242832,Sandy,45.48477269,30.60601842,5.255187451,Drip Irrigation
Pulses,High,295.9600782,Clay,26.79394791,35.73462875,3.765592598,Surface Irrigation
Sugarcane,High,117.2397365,Loamy,29.87582074,19.75842438,6.2664669,Basin Irrigation
Ground Nuts,Low,151.7429774,Loamy,46.67768193,37.9305148,9.967949193,Sprinkler Irrigation
Millets,Medium,272.8700039,Black,41.0516191,28.83896332,8.404288841,Surface Irrigation
Ground Nuts,Medium,50.73025816,Loamy,15.22005056,22.48080011,8.765136733,Sprinkler Irrigation
Barley,High,59.94149125,Saline,32.6167987,25.77145688,7.082119899,Surface Irrigation
Paddy,Medium,201.0179193,Sandy,27.69009106,22.80479709,2.332478786,Basin Irrigation
Oil Seeds,Medium,276.8450412,Clay,41.8884429,33.127779,3.654381408,Surface Irrigation
Maize,High,109.7141651,Saline,38.9693019,34.90751659,9.400516452,Drip Irrigation
Paddy,Low,167.4104437,Sandy,37.61622888,35.82343481,4.928904943,Basin Irrigation
Barley,Low,162.6163254,Red,23.62179342,39.64420624,2.829093812,Sprinkler Irrigation
Paddy,Low,168.2428365,Black,42.19854922,34.78210731,7.619242927,Sprinkler Irrigation
Barley,High,205.6299239,Loamy,12.09565182,30.03460177,4.395661791,Drip Irrigation
Barley,Medium,167.4359407,Red,16.38499606,23.48050746,4.150855303,Manual Irrigation
Wheat,High,161.8670353,Loamy,23.42493092,28.61488622,9.983819644,Surface Irrigation
Tobacco,High,168.5721051,Saline,13.07229764,16.02670432,8.8651114,Sprinkler Irrigation
Ground Nuts,Medium,197.7168603,Clay,19.3997711,33.62062689,5.263502547,Furrow Irrigation
Millets,Low,184.2518721,Clay,43.20603932,26.14888863,9.842089663,Sprinkler Irrigation
Wheat,Low,263.5339994,Clay,47.93006151,15.50058074,7.200905787,Surface Irrigation
Oil Seeds,High,62.37421337,Loamy,22.18409423,16.56267354,7.936179615,Drip Irrigation
Wheat,Low,258.3292679,Red,20.58063216,24.6866616,2.252104345,Surface Irrigation
Cotton,High,260.9811532,Clay,21.19570609,29.58553798,2.972842075,Surface Irrigation
